iter	Logloss
135	0.4446508151
136	0.4440378732
137	0.44364374
138	0.4429063575
139	0.4421536805
140	0.4413179063
141	0.4404550289
142	0.4398383985
143	0.439152796
144	0.4384520952
145	0.4376195734
146	0.4370291653
147	0.4364038835
148	0.4358658963
149	0.4352061741
150	0.4348181696
151	0.4342485186
152	0.4337495985
153	0.4332565272
154	0.4325597181
155	0.4320324374
156	0.4314827561
157	0.4310398651
158	0.4304324941
159	0.4300333309
160	0.4292349696
161	0.4286696096
162	0.4278961427
163	0.4274539101
164	0.4271084585
165	0.4266566945
166	0.4260313274
167	0.4254718026
168	0.4248723565
169	0.4244425406
170	0.4242110257
171	0.423552836
172	0.4227525545
173	0.4224158164
174	0.4220366183
175	0.4214099573
176	0.4208016807
177	0.4202679104
178	0.4197126929
179	0.4192888458
180	0.4189686708
181	0.4186013822
182	0.4182921178
183	0.4179190658
184	0.4175771543
185	0.4173059301
186	0.4169016868
187	0.4166599915
188	0.4162161356
189	0.4158197119
190	0.4153378648
191	0.4146122985
192	0.4141207711
193	0.4136579696
194	0.4132180267
195	0.4127955706
196	0.4126790789
197	0.4123916545
198	0.4120902876
199	0.4115212886
200	0.4108849074
201	0.4103648601
202	0.4098846375
203	0.4096032541
204	0.4092515079
205	0.4085791554
206	0.408336224
207	0.4078704535
208	0.4076607485
209	0.4072945936
210	0.4068327294
211	0.4064002824
212	0.4062274521
213	0.4057349801
214	0.4053570645
215	0.4048207104
216	0.4042895049
217	0.4034448305
218	0.4030466792
219	0.402557093
220	0.4022143136
221	0.401807214
222	0.4013773491
223	0.4011053445
224	0.4005334958
225	0.4001988041
226	0.3998710539
227	0.3994088869
228	0.3988342878
229	0.3981874827
230	0.3977832962
231	0.3972998173
232	0.3970420705
233	0.3968047867
234	0.3964705482
235	0.3961248845
236	0.3956255659
237	0.3952971511
238	0.3949130312
239	0.3945834814
240	0.3940988023
241	0.393905956
242	0.3934974581
243	0.3931819256
244	0.3927861919
245	0.3923371933
246	0.3917598145
247	0.3914871437
248	0.3911105734
249	0.3908289296
250	0.3906432985
251	0.390136013
252	0.38991979
253	0.3895566811
254	0.3892387863
255	0.3889835099
256	0.3887649697
257	0.3885563266
258	0.3883090045
259	0.3878802277
260	0.3873948287
261	0.386990815
262	0.3866206635
263	0.3862232634
264	0.3859547942
265	0.3854659149
266	0.3848434773
267	0.3844659508
268	0.3840354676
269	0.3834451949
270	0.3832691068
271	0.3827801102
272	0.3824292968
273	0.3820175771
274	0.381667841
275	0.3813753638
276	0.3809779317
277	0.3805100338
278	0.3802167714
279	0.3799770143
280	0.3793346903
281	0.3790552538
282	0.3786873719
283	0.378235538
284	0.3780612884
285	0.3777111307
286	0.3774121724
287	0.3768039468
288	0.3763615204
289	0.3759088253
290	0.3755053027
291	0.3752335783
292	0.3748796471
293	0.3746261041
294	0.3742807359
295	0.3739066207
296	0.373568909
297	0.3733711299
298	0.3730305014
299	0.3728365035
300	0.3725511944
301	0.3721658954
302	0.3717380228
303	0.3715049406
304	0.3712244801
305	0.3708557468
306	0.3704676695
307	0.3700676963
308	0.3697562952
309	0.3693229481
310	0.3690650729
311	0.3687818818
312	0.368473661
313	0.3682118279
314	0.3679098898
315	0.3675294245
316	0.3671607998
317	0.3669492247
318	0.3666950661
319	0.3665179242
320	0.3662243421
321	0.3657163571
322	0.3653786127
323	0.3649567528
324	0.3648393921
325	0.3643947604
326	0.3642066154
327	0.3640168658
328	0.363844444
329	0.3638173946
330	0.3635957999
331	0.3631606738
332	0.3628604958
333	0.3625973716
334	0.3623613029
335	0.3621019183
336	0.3618392099
337	0.3616247624
338	0.3614122506
339	0.36109881
340	0.3607421485
341	0.3605187915
342	0.3601937984
343	0.3598537897
344	0.3594718701
345	0.3593076633
346	0.3587246759
347	0.358517976
348	0.3583503993
349	0.3580133886
350	0.3577282198
351	0.3574386728
352	0.3570985015
353	0.356818482
354	0.3564314345
355	0.3562436235
356	0.3560469459
357	0.3556708389
358	0.3553603764
359	0.355186029
360	0.3549987304
361	0.3548410674
362	0.354651202
363	0.3543274451
364	0.3539984707
365	0.3537703357
366	0.3535383107
367	0.3532992058
368	0.3530944598
369	0.3528681467
370	0.3526544789
371	0.3523080718
372	0.3521370791
373	0.3518265782
374	0.3513540484
375	0.351063236
376	0.3505974423
377	0.3503983113
378	0.3502229093
379	0.3501292176
380	0.3497999965
381	0.3495213672
382	0.3492880683
383	0.3490376992
384	0.3487661638
385	0.3483010885
386	0.348102665
387	0.347847089
388	0.3476164603
389	0.347140309
390	0.3468363195
391	0.3466778379
392	0.3462995932
393	0.3459285915
394	0.3456105062
395	0.3453144287
396	0.3450194129
397	0.3450099033
398	0.3446373609
399	0.3443990773
400	0.3441280046
401	0.3439741193
402	0.3438241071
403	0.3434550638
404	0.3432250423
405	0.3431831144
406	0.3430161918
407	0.34281017
408	0.342561015
409	0.3423928066
410	0.3418597418
411	0.3415375921
412	0.341305749
413	0.3408656938
414	0.3408328686
415	0.3404931517
416	0.3402865295
417	0.3401378352
418	0.3399572783
419	0.3397620979
420	0.3395120697
421	0.3392561747
422	0.3389448836
423	0.3388460935
424	0.3386087459
425	0.3384697277
426	0.338293987
427	0.3378254304
428	0.3377097117
429	0.3373853733
430	0.337170588
431	0.3369769873
432	0.3366554344
433	0.3364363394
434	0.3362085581
435	0.3359285693
436	0.3357220993
437	0.3353500111
438	0.3350308366
439	0.3348064041
440	0.3345086385
441	0.3343030802
442	0.3342069545
443	0.334071147
444	0.3339065726
445	0.3334964713
446	0.3330179671
447	0.3328658053
448	0.3326046622
449	0.3323274708
450	0.3320913453
451	0.3318877698
452	0.3316732356
453	0.3314122085
454	0.3312724994
455	0.3309870373
456	0.3306739452
457	0.3305260174
458	0.3303737424
459	0.3301019377
460	0.3298871114
461	0.3297714136
462	0.3294680058
463	0.3291554662
464	0.3290035696
465	0.3288200761
466	0.3284164492
467	0.3281600718
468	0.3278773079
469	0.3277394468
470	0.3273876619
471	0.3272734985
472	0.3270326722
473	0.3269779828
474	0.3266917062
475	0.3265562864
476	0.3263245561
477	0.326160536
478	0.3260079428
479	0.3258297368
480	0.3256415823
481	0.3253891903
482	0.3252285581
483	0.3249979175
484	0.3248142922
485	0.3245730881
486	0.32440145
487	0.3241300338
488	0.3238486838
489	0.323630599
490	0.3235107711
491	0.3232862068
492	0.3231361497
493	0.32290814
494	0.3227127516
495	0.3224324979
496	0.3221937484
497	0.3220963281
498	0.3217550562
499	0.3216571332
500	0.3213877622
501	0.3209814411
502	0.3209147393
503	0.3206224102
504	0.3204269856
505	0.3201082134
506	0.3198373099
507	0.3196828494
508	0.319514269
509	0.3193304849
510	0.3191267014
511	0.3188965617
512	0.3186115561
513	0.318325539
514	0.3180897981
515	0.3180027853
516	0.3178228842
517	0.3178049154
518	0.3175426153
519	0.3173511473
520	0.3171506448
521	0.3169827359
522	0.3169395256
523	0.3167777863
524	0.3164970863
525	0.3163655802
526	0.3160864525
527	0.31585213
528	0.3155878724
529	0.3153629723
530	0.3151142432
531	0.3148117112
532	0.3144537094
533	0.3141364408
534	0.3140101027
535	0.3138213818
536	0.3134691506
537	0.3132661982
538	0.3131375111
539	0.3129056831
540	0.312722395
541	0.3125108765
542	0.312276594
543	0.3119754599
544	0.3117917325
545	0.3115137874
546	0.3113230491
547	0.3112164738
548	0.3110519626
549	0.3107952873
550	0.3105979694
551	0.3104312867
552	0.31026482
553	0.3101623039
554	0.3099339433
555	0.3098159761
556	0.3095954016
557	0.3091801031
558	0.3090206258
559	0.3088108969
560	0.3085433101
561	0.3082620699
562	0.3079938107
563	0.3077253832
564	0.3075237422
565	0.3073317167
566	0.3072107972
567	0.3071332114
568	0.3067719905
569	0.3067534562
570	0.3063939839
571	0.3063240445
572	0.3059880551
573	0.305844456
574	0.3057012417
575	0.3055239933
576	0.3053107317
577	0.3050410993
578	0.304847745
579	0.3045442796
580	0.3043871276
581	0.3041179231
582	0.3040339284
583	0.303924286
584	0.3037345776
585	0.3033718737
586	0.3030484893
587	0.3027529838
588	0.3026117021
589	0.3024311085
590	0.3021326565
591	0.3019374565
592	0.3017352747
593	0.3015572277
594	0.3014334965
595	0.3012757117
596	0.3010621241
597	0.3008577714
598	0.3005980059
599	0.3003785465
600	0.3001285842
601	0.299979586
602	0.2996681115
603	0.2995681168
604	0.2994070235
605	0.2992837584
606	0.2990076229
607	0.2989062032
608	0.2987434201
609	0.2984224808
610	0.2983101043
611	0.2981216689
612	0.2979763613
613	0.297869768
614	0.297687826
615	0.2973428474
616	0.297113445
617	0.2969605075
618	0.296793389
619	0.2966652718
620	0.2964862898
621	0.2962820797
622	0.2961853194
623	0.2959841791
624	0.2958849511
625	0.2956478486
626	0.2954592477
627	0.2952699681
628	0.295056902
629	0.2948420932
630	0.2945855137
631	0.2944752687
632	0.2943897039
633	0.2941926004
634	0.2939866859
635	0.2938349461
636	0.2937043274
637	0.2935361865
638	0.2933648934
639	0.2932067818
640	0.2929885924
641	0.2928431316
642	0.2926833355
643	0.2925615274
644	0.2924498004
645	0.292342632
646	0.2922289396
647	0.2919825393
648	0.2918158779
649	0.2915604394
650	0.291442421
651	0.2911566544
652	0.2908761443
653	0.2905123003
654	0.2902962727
655	0.2901259707
656	0.2900309713
657	0.2898571462
658	0.2898350942
659	0.2896557711
660	0.28947533
661	0.2893598463
662	0.2891397632
663	0.2888427596
664	0.2886733968
665	0.288430482
666	0.2882444283
667	0.2880763024
668	0.2879116501
669	0.2877785504
670	0.2877656039
671	0.2877058522
672	0.2875551398
673	0.2872494663
674	0.2870958934
675	0.286996342
676	0.2869255562
677	0.2868438758
678	0.2866695427
679	0.286434506
680	0.2862090472
681	0.2860780753
682	0.2858753039
683	0.2857679172
684	0.2856098409
685	0.2853745499
686	0.2851662369
687	0.2849659687
688	0.2847481284
689	0.2846161744
690	0.2844581182
691	0.2843521241
692	0.2841391525
693	0.2839182309
694	0.2836569281
695	0.2834229095
696	0.2832430997
697	0.2830893403
698	0.2828722146
699	0.2826774443
700	0.2823900183
701	0.28225343
702	0.282017928
703	0.2815888642
704	0.281445393
705	0.2812771838
706	0.2811484805
707	0.2810534635
708	0.2809470584
709	0.2808271697
710	0.2807923672
711	0.2806671239
712	0.2804303072
713	0.2802652779
714	0.2801894522
715	0.2801787627
716	0.2798712334
717	0.2797806914
718	0.2795823055
719	0.2793898019
720	0.2793261238
721	0.2791011207
722	0.2789549764
723	0.2785638313
724	0.2784977129
725	0.2783652636
726	0.2781792046
727	0.2779648986
728	0.2778042611
729	0.2777269379
730	0.2776673423
731	0.2775731791
732	0.2773279219
733	0.2772520856
734	0.2772090352
735	0.2770573581
736	0.2768383269
737	0.2767466292
738	0.2766364633
739	0.2765459288
740	0.2763903071
741	0.2761760253
742	0.2758751717
743	0.2758180049
744	0.2756094369
745	0.2753730425
746	0.2752282333
747	0.2750797211
748	0.2749990026
749	0.2747782122
750	0.2746313815
751	0.2744454648
752	0.2742615465
753	0.2740609262
754	0.2738492042
755	0.2735754094
756	0.2734049095
757	0.2732567066
758	0.2729816529
759	0.2728243396
760	0.2725973175
761	0.2724940493
762	0.272266513
763	0.2721138928
764	0.2719881243
765	0.2717589604
766	0.2716091913
767	0.2714019846
768	0.2711233763
769	0.2708804471
770	0.2707124492
771	0.2705723217
772	0.2704914961
773	0.2704718698
774	0.2703946205
775	0.270203664
776	0.2701080872
777	0.2699715671
778	0.2698478211
779	0.2695999735
780	0.26945782
781	0.2693200733
782	0.2690330392
783	0.2689318579
784	0.2688755443
785	0.2687633683
786	0.2686520829
787	0.2686023785
788	0.2685236877
789	0.2683865806
790	0.268290123
791	0.2679782193
792	0.2678843506
793	0.2677303866
794	0.2674070458
795	0.2672791503
796	0.2672513585
797	0.2670431853
798	0.2668938015
799	0.2667330868
800	0.2665127975
801	0.2661803427
802	0.2660336327
803	0.2658496954
804	0.2656419233
805	0.2655075757
806	0.2652476956
807	0.2649638357
808	0.2647924292
809	0.2646047078
810	0.2643458338
811	0.2642248757
812	0.2640698954
813	0.2638445622
814	0.2636317071
815	0.263430162
816	0.2632366734
817	0.263157273
818	0.26291003
819	0.262782908
820	0.2626484972
821	0.2623139729
822	0.2621899309
823	0.2620283572
824	0.2619611022
825	0.2616495865
826	0.2615374701
827	0.2614113374
828	0.2612035105
829	0.2609256807
830	0.2608139661
831	0.2605427523
832	0.2604603381
833	0.2603405699
834	0.260195802
835	0.2600294793
836	0.2598136651
837	0.259651691
838	0.2594445677
839	0.2593033015
840	0.2591420492
841	0.2589872505
842	0.2589335896
843	0.2586963019
844	0.2585048566
845	0.2582601336
846	0.2582051458
847	0.258054567
848	0.2579623723
849	0.2578077525
850	0.2577037442
851	0.2575559798
852	0.2573277489
853	0.2571074567
854	0.2569715447
855	0.2567954063
856	0.2567329208
857	0.2564875242
858	0.2562605133
859	0.2561448198
860	0.2560582994
861	0.2557660832
862	0.2556743197
863	0.2555230237
864	0.25532162
865	0.2551605607
866	0.2548863832
867	0.2546760118
868	0.2545511941
869	0.2542744181
870	0.2539863341
871	0.2538164024
872	0.2536684042
873	0.2536083576
874	0.2533319098
875	0.2531624491
876	0.252927969
877	0.2527269091
878	0.2525415916
879	0.252292583
880	0.2521069414
881	0.2519245172
882	0.2518084452
883	0.2516404555
884	0.251480863
885	0.2513359295
886	0.2510898553
887	0.2509187637
888	0.2507779994
889	0.2505802543
890	0.250310614
891	0.2501862127
892	0.2497912691
893	0.249619938
894	0.2494224227
895	0.2492490747
896	0.2491495549
897	0.2491062098
898	0.2488729422
899	0.2488239858
900	0.2486980641
901	0.2485436386
902	0.2484412456
903	0.2481714987
904	0.2481082452
905	0.2479891308
906	0.2478246288
907	0.2477035095
908	0.2475594331
909	0.247409908
910	0.247306378
911	0.247197021
912	0.2470944486
913	0.2468557987
914	0.2467430607
915	0.2466061608
916	0.2465773469
917	0.2465163469
918	0.24640656
919	0.2462993098
920	0.2462117322
921	0.2460667652
922	0.2460405169
923	0.2459844113
924	0.2458948788
925	0.2458035943
926	0.2456634487
927	0.2454977941
928	0.2453625952
929	0.2452462606
930	0.2448233888
931	0.2446673917
932	0.244457332
933	0.2442290302
934	0.2440981396
935	0.2439389865
936	0.2436639481
937	0.243540153
938	0.2433310184
939	0.2432120271
940	0.243136278
941	0.2430053112
942	0.2427825964
943	0.2426060972
944	0.2424854929
945	0.2423918641
946	0.2422919674
947	0.2421686895
948	0.2420721154
949	0.2419321765
950	0.2417704889
951	0.241626469
952	0.241420352
953	0.2412647244
954	0.2411594204
955	0.2410237046
956	0.2408906379
957	0.2408057665
958	0.2406672346
959	0.2403772023
960	0.2402235595
961	0.2401295429
962	0.2398878402
963	0.2396125526
964	0.2394541633
965	0.2393680524
966	0.2391639824
967	0.2390521711
968	0.2388813913
969	0.2387766129
970	0.2386583019
971	0.238518543
972	0.2383313767
973	0.2381549831
974	0.2377552814
975	0.2376212603
976	0.2373075393
977	0.2371879008
978	0.2369804127
979	0.2365981894
980	0.2363764419
981	0.2360564803
982	0.2358477761
983	0.2356429661
984	0.2355143987
985	0.2353825873
986	0.2352720895
987	0.2350632093
988	0.2349418132
989	0.2347967443
990	0.2346821907
991	0.2343785799
992	0.234210563
993	0.2341533839
994	0.2340177016
995	0.2338416363
996	0.2338259735
997	0.2335791185
998	0.2335264408
999	0.2334270128
